,Unnamed: 0,company_name,vacancies,post_time,interview_time,rank,status,difficult,process,question,suggestion
7147,7147,和泰汽車股份有限公司,MaaS營運企劃員,2022.05.11,2022.04,3,未錄取,超高,一共有三關，第一關是...,"[{'Q': '你有沒有什麼想問的問題？', 'A': '第二關只會稍微核對履...'}]",
7148,7148,和泰汽車股份有限公司,營運企劃專員,2022.04.29,2022.04,5,未錄取,高,和泰面試總共分為三關...,"[{'Q': '為什麼應徵這個職缺?', 'A': '依照自身投遞履歷的原...'}]",
7149,7149,和泰汽車股份有限公司,車用軟體工程師,2022.04.27,2022.04,4,未錄取,高,和泰主要分成3階段，...,"[{'Q': '雲端架構', 'A': '已列在面試過程中'}]",
7150,7150,和泰汽車股份有限公司,職員,2022.04.24,2022.04,5,未錄取,高,和泰分成三階段的甄試...,"[{'Q': '邏輯測驗+英文測驗', 'A': '平常心填寫'}]",
7151,7151,和泰汽車股份有限公司,儲備,2022.04.21,2021.07,3,未錄取,超高,"競爭激烈
一開始會...","[{'Q': '自我介紹', 'A': '照實回答'}]",
7152,7152,和泰汽車股份有限公司,教育訓練專員,2022.04.19,2022.02,5,未錄取,普通,兩次面試整體友善順利...,"[{'Q': '為什麼會離開上一份工作', 'A': '據實回答'}]",
7153,7153,和泰汽車股份有限公司,顧客服務專員,2022.04.14,2022.04,4,未錄取,高,"要先做筆試測驗, 蠻...","[{'Q': '英文能力', 'A': '如實回答'}]",
7154,7154,和泰汽車股份有限公司,新事業企劃,2022.04.11,2022.04,3,未錄取,高,第二關個案分析相當困...,"[{'Q': '是否願意接受輪調', 'A': '可以'}]",
7155,7155,和泰汽車股份有限公司,營運專員,2022.04.08,2022.03,4,等待中,普通,104送出履歷後，幾...,"[{'Q': '期望待遇', 'A': '這是104履歷交出去...'}]",
7156,7156,和泰汽車股份有限公司,財務分析師,2022.03.17,2022.02,3,未錄取,超高,第一關筆試因為疫情期...,"[{'Q': '為什麼沒有念研究所呢？是否之後有此計劃？', 'A': '目前就生涯規劃暫時沒...'}]",
7157,7157,和泰汽車股份有限公司,Lexus行銷企劃專員,2022.03.16,2022.03,5,等待中,超高,分成三個階段：筆試、...,"[{'Q': '為什麼去交換？如何選校的？', 'A': '追星、參考學校的名聲...'}]",
7158,7158,和泰汽車股份有限公司,通路營運分析,2022.03.15,2022.03,5,等待中,高,收到和泰第一關筆試通...,"[{'Q': '從哪裡知道和泰的', 'A': '本身對車子有興趣，因...'}]",
7159,7159,和泰汽車股份有限公司,品牌行銷企劃,2022.03.14,2022.02,4,未錄取,高,如網路上大家查得到的...,"[{'Q': '為何會想進和泰？', 'A': '依照自身需求回答即可...'}]",
7160,7160,和泰汽車股份有限公司,yoxi營運企劃專員,2022.03.09,2022.03,2,無聲卡,普通,"面試前：
投履歷後...","[{'Q': '請你簡單自我介紹', 'A': '根據個人經驗回答'}]",
7161,7161,和泰汽車股份有限公司,專員,2022.03.07,2021.11,3,等待中,高,第一關有線上測驗，不...,"[{'Q': '汽車產業相關', 'A': '需要了解台灣汽車產業...'}]",
7162,7162,和泰汽車股份有限公司,銷售,2022.03.06,2022.02,4,等待中,普通,我覺得面試算是有一定...,"[{'Q': '是否有相關經驗', 'A': '照實回答'}]",
7163,7163,和泰汽車股份有限公司,行銷專員,2022.03.04,2022.01,5,未錄取,高,104投履歷，2天後...,"[{'Q': '個案分析', 'A': '閱讀完題目作答在wo...'}]",
7164,7164,和泰汽車股份有限公司,職員,2022.02.27,2021.07,4,未錄取,高,"因疫情關係, 公司有...","[{'Q': '問個案裡的問題', 'A': '講出自己的看法以及解...'}]",
7165,7165,和泰汽車股份有限公司,CRM專員,2022.02.24,2018.11,4,未錄取,高,第一關是筆試，測驗內...,"[{'Q': '為什麼想加入和泰', 'A': '和泰汽車身為業界的龍...'}]",
7166,7166,和泰汽車股份有限公司,行銷業務專員,2022.02.23,2022.01,4,等待中,普通,一面是簡單的英文跟邏...,"[{'Q': '為什麼想應徵和泰', 'A': '如實回答'}]",
7167,7167,和泰汽車股份有限公司,財務分析人員,2022.02.17,2022.01,3,未錄取,超高,工作福利條件會在第二...,"[{'Q': '請先自我介紹', 'A': '簡單說明履歷上的學經...'}]",
7168,7168,和泰汽車股份有限公司,暑期實習生,2022.02.17,2020.06,5,錄取,普通,由一位經理及兩位部門...,"[{'Q': '你說你善於觀察發現問題，那你可以說一下在便利商店你有沒有發現什麼問題呢？', 'A': '回答了當時覺得轉變為...'}]",
7169,7169,和泰汽車股份有限公司,行銷公關專員,2022.02.14,2021.08,4,等待中,高,和泰汽車的第一關為英...,"[{'Q': '為什麼想加入和泰', 'A': '如實回答'}]",
7170,7170,和泰汽車股份有限公司,LEXUS 整合行銷專員,2022.02.13,2022.02,5,錄取,普通,在104上寄履歷之後...,"[{'Q': '之前工作在做什麼', 'A': '照實回答'}]",
7171,7171,和泰汽車股份有限公司,通路營運分析專員,2022.02.09,2022.01,5,未錄取,高,整體流程非常長 大概...,"[{'Q': '離職原因', 'A': '培養自己更多職能\n...'}]",
7172,7172,和泰汽車股份有限公司,企劃,2022.02.03,2021.12,3,未錄取,超高,在第一關的部分就會先...,"[{'Q': '自我介紹', 'A': '照實回答'}]",
7173,7173,和泰汽車股份有限公司,資訊專員,2022.01.21,2022.01,4,未錄取,高,第一關: 邏輯+英文...,"[{'Q': '為什麼要考研究所', 'A': '未來發展看到更多可能...'}]",
7174,7174,和泰汽車股份有限公司,TOYOTA 通路營運分析專員,2022.01.19,2021.12,5,未錄取,普通,整個面試從一面到三面...,"[{'Q': '為何應徵本職務', 'A': '在新聞媒體了解到和泰...'}]",
7175,7175,和泰汽車股份有限公司,行銷,2022.01.14,2019.12,4,錄取,普通,流程：一面(筆試)→...,"[{'Q': '學經歷及過往工作經驗', 'A': '第三階段面談的過程不...'}]",
7176,7176,和泰汽車股份有限公司,企劃專員,2022.01.13,2021.12,5,未錄取,高,第一階段是英文&邏輯...,"[{'Q': '之前為什麼沒有唸研究所?之後是否有考慮念?', 'A': '我認為研究所是專精自...'}]",
7177,7177,和泰汽車股份有限公司,商用車暑期實習,2022.01.09,2020.05,5,錄取,普通,面試前HR會先請我們...,"[{'Q': '在此職位上有想要學習什麼？', 'A': '依據職缺的JD，如實...'}]",
7178,7178,和泰汽車股份有限公司,通路行銷專員,2022.01.09,2021.12,5,未錄取,高,"１０４投遞履歷
履...","[{'Q': '自我介紹', 'A': '如實'}]",
7179,7179,和泰汽車股份有限公司,專員,2022.01.07,2021.11,3,未錄取,超高,我一進去有先和其他2...,"[{'Q': '你過去的工作', 'A': '照實回答'}]",
7180,7180,和泰汽車股份有限公司,行銷專員,2022.01.06,2021.11,5,等待中,超高,當時第二次面試因為疫...,"[{'Q': '工作中遇到最挫折的事情 如何解決', 'A': '依據發生的事實如實回...'}]",
7181,7181,和泰汽車股份有限公司,職員,2021.12.26,2010.03,3,無聲卡,普通,有管理部經理來面試，...,"[{'Q': '為何會選擇面試此工作', 'A': '因覺得自身技能是能勝...'}]",
7182,7182,和泰汽車股份有限公司,TOYOTA通路營運分析專員,2021.12.21,2021.12,5,未錄取,超高,由和泰人資邀請我參加...,"[{'Q': '我上一個工作經驗在做什麼?', 'A': '據實回答自己上個工作...'}]",
7183,7183,和泰汽車股份有限公司,品牌行銷,2021.12.17,2021.12,4,未錄取,超高,第一關是線上考邏輯題...,"[{'Q': '根據個案分析上寫的答案，去追問原因和問為什麼不選另一個決策', 'A': '根據面試官提問的回答'}]",
7184,7184,和泰汽車股份有限公司,顧客服務企劃專員,2021.11.29,2021.11,3,未錄取,普通,目前只考了筆試，筆試...,"[{'Q': '數理題目例如抽球之後不放回的機率', 'A': '基本上就是之前高中數...'}]",
7185,7185,和泰汽車股份有限公司,人資專員,2021.11.25,2021.1,3,未錄取,高,第一關： 英文測驗和...,"[{'Q': '過去工作經驗', 'A': '說明工作專案內容、招...'}]",
7186,7186,和泰汽車股份有限公司,企劃專員,2021.11.12,2018.08,4,未錄取,高,第一次去現場做英文測...,"[{'Q': '能不能接受去大陸工作?', 'A': '依本人情況照實回答'}]",
7187,7187,和泰汽車股份有限公司,TOYOTA顧客服務企劃專員,2021.11.08,2021.11,3,未錄取,高,第一階段就不贅述了，...,"[{'Q': '有無應徵其他工作，並針對個人履歷做詢問', 'A': '誠實回答。'}]",
7188,7188,和泰汽車股份有限公司,數位行銷專員,2021.10.27,2021.03,4,未錄取,高,"一面
英文+數學+...","[{'Q': '為什麼從哪些管道得知和泰', 'A': '主要是從104和官網...'}]",
7189,7189,和泰汽車股份有限公司,公關行銷專員,2021.10.19,2021.08,5,未錄取,普通,人資回覆很快，頗有效...,"[{'Q': '未進到面試階段', 'A': '未進到面試階段'}]",
7190,7190,和泰汽車股份有限公司,LEXUS數位行銷專員,2021.10.10,2021.1,4,等待中,超高,"總共有三關
第一關...","[{'Q': '你覺得在你之前的工作經驗你具備了哪些能力，所以可以來和泰？', 'A': '因為我已經做了兩年的...'}]",
7191,7191,和泰汽車股份有限公司,職員,2021.10.06,2021.02,3,未錄取,普通,辦公室環境明亮且交通...,"[{'Q': '自我介紹', 'A': '如實回答'}]",
7192,7192,和泰汽車股份有限公司,行銷,2021.10.04,2020.04,3,無聲卡,超高,第一關還好，但第二關...,"[{'Q': '過往的工作', 'A': '照實回答'}]",
7193,7193,和泰汽車股份有限公司,行銷企劃,2021.09.29,2021.08,5,未錄取,高,面試分三階段 線上筆...,"[{'Q': '為甚麼會想選擇和泰', 'A': '面試前有爬到其他人也...'}]",
7194,7194,和泰汽車股份有限公司,行銷企劃專員,2021.09.22,2021.08,5,錄取,超高,這次面試和泰汽車受到...,"[{'Q': '自我介紹', 'A': '建議1-2分鐘內回答...'}]",
7195,7195,和泰汽車股份有限公司,人力資源專員,2021.09.04,2021.08,4,未錄取,高,投遞履歷收到人資來電...,"[{'Q': '個案問題', 'A': '個案四大題，其中一題...'}]",
7196,7196,和泰汽車股份有限公司,人力資源專員,2021.08.31,2021.08,4,未錄取,高,第一階段是線上測驗，...,"[{'Q': '請問你覺得人資在公司內部的角色是什麼？(or人資的重要性)', 'A': '我是回答從招募面試時...'}]",
7197,7197,和泰汽車股份有限公司,職員,2021.08.28,2020.1,3,未錄取,普通,數字人力銀行收到面試...,"[{'Q': '沒有面試', 'A': '沒有進行到面試，通過...'}]",
7198,7198,和泰汽車股份有限公司,工程師,2021.08.27,2021.07,5,等待中,普通,第一階段考英文跟邏輯...,"[{'Q': '大學使用的技術', 'A': '如實回答'}]",
7199,7199,和泰汽車股份有限公司,校園大使,2021.08.26,2020.08,3,未錄取,低,和泰校園大使報名方式...,"[{'Q': '為何會想報名校園大使', 'A': '我就回答本身就有想過...'}]",
7200,7200,和泰汽車股份有限公司,企劃專員,2021.08.25,2019.05,5,未錄取,高,第一次面試要考試，主...,"[{'Q': '為什麼你覺得題本上的策略行不通？', 'A': '闡述及說明個人的想法...'}]",
7201,7201,和泰汽車股份有限公司,通路分析,2021.08.23,2021.07,3,未錄取,普通,第一階段筆試不難，英...,"[{'Q': '第二階段面試題目簡報、個人自我介紹和相關問答', 'A': '個人問題部分不難，依...'}]",
7202,7202,和泰汽車股份有限公司,PR,2021.08.03,2021.08,5,等待中,超高,第一關是英文測驗跟智...,"[{'Q': '為什麼選擇和泰？從哪邊認識和泰的？', 'A': '因為和泰的品牌認識的...'}]",
7203,7203,和泰汽車股份有限公司,營運分析專員,2021.07.22,2021.04,5,未錄取,簡單,整體面試時間會拉的很...,"[{'Q': '以前知道和泰嗎', 'A': '如實回答'}]",
7204,7204,和泰汽車股份有限公司,校園大使,2021.07.15,2020.06,3,未錄取,普通,面試會先在一個教室等...,"[{'Q': '自我介紹', 'A': '依據個人經驗回答'}]",
7205,7205,和泰汽車股份有限公司,專員,2021.06.08,2021.03,4,未錄取,普通,"總共分三關
第一關...","[{'Q': '你在工作中遇到的困難', 'A': '很基本的題型，但是要...'}]",
7206,7206,和泰汽車股份有限公司,資料工程師,2021.06.03,2020.06,3,未錄取,高,第一階段：要先進行技...,"[{'Q': '個案分析', 'A': '盡量回答'}]",
7207,7207,和泰汽車股份有限公司,熱血校園大使,2021.06.01,2020.07,5,錄取,簡單,公司在松江南京站一出...,"[{'Q': '有沒有活動企劃的經驗', 'A': '因為之後會有團隊要規...'}]",
7208,7208,和泰汽車股份有限公司,MaaS數據應用企劃專員,2021.05.13,2021.04,5,未錄取,高,第一關 集體筆試 各...,"[{'Q': '若收到英文客戶詢問租車相關問題 如何回答(用英文)', 'A': '用英文回信 不只回答...'}]",
7209,7209,和泰汽車股份有限公司,高級專員,2021.05.09,2021.04,4,未錄取,高,和泰汽車的面試其實網...,"[{'Q': '現在工作的內容大概是什麼', 'A': '如實回答'}]",
7210,7210,和泰汽車股份有限公司,行銷企劃,2021.05.03,2019.1,5,未錄取,高,第一關為筆試，英文以...,"[{'Q': '過去工作經歷', 'A': '照實回答'}]",
7211,7211,和泰汽車股份有限公司,顧客服務企劃專員,2021.04.12,2021.02,4,未錄取,超高,第一階段參與筆試，考...,"[{'Q': '你為什麼選擇這個方案', 'A': '要很有邏輯的回答，所...'}]",
7212,7212,和泰汽車股份有限公司,專員,2021.04.10,2017.07,5,錄取,高,分成三階段，筆試、個...,"[{'Q': '你對我們公司的理解有多少？', 'A': '可以先上網查詢官網，...'}]",
7213,7213,和泰汽車股份有限公司,服務企劃,2021.04.07,2021.01,5,未錄取,高,第一階段為筆試，考的...,"[{'Q': '為什麼要選擇和泰', 'A': '和泰為汽車業的龍頭，...'}]",
7214,7214,和泰汽車股份有限公司,Lexus PM,2021.03.30,2019.03,4,未錄取,超高,"為什麼要做PM, 對...","[{'Q': '為什麼要做PM, 對車有什麼了解，公司最近有什麼新款的車，自我介紹，覺得自己有什麼優缺點，對我們公司有什麼了解', 'A': '因為想要餐與到產品產...'}]",
7215,7215,和泰汽車股份有限公司,公關行銷專員,2021.03.19,2021.02,3,未錄取,高,和泰的甄試過程就如同...,"[{'Q': '為什麼大學不是準時畢業？', 'A': '這是針對第二階段個案...'}]",
7216,7216,和泰汽車股份有限公司,行銷,2021.03.17,2016.08,2,未錄取,高,被告知總共有三關，第...,"[{'Q': '考完筆試，雖然有通過去被說已錄取人無法面試', 'A': '考完筆試，雖然有通過...'}]",
7217,7217,和泰汽車股份有限公司,通路營運分析專員,2021.03.08,2021.02,5,未錄取,高,先說結論，有進入最後...,"[{'Q': '就是一般的求職動機、過往經驗等', 'A': '如實回答，但感覺高階...'}]",
7218,7218,和泰汽車股份有限公司,暑期實習生,2021.03.04,2020.05,5,錄取,普通,第一階段，HR 先做...,"[{'Q': '對於和泰發展移動服務的看法', 'A': '不會擠壓到現有的賣車...'}]",
7219,7219,和泰汽車股份有限公司,職員,2021.03.04,2019.05,4,未錄取,高,面試分兩階段，第一階...,"[{'Q': '和泰的了解', 'A': '基本題，一定要事前去...'}]",
7220,7220,和泰汽車股份有限公司,會計專員,2021.03.03,2021.01,4,未錄取,高,"面試分三階段

...","[{'Q': '過去工作經驗', 'A': '照實回答'}]",
7221,7221,和泰汽車股份有限公司,業務,2021.02.17,2020.09,5,錄取,高,工作相關經驗實際成績...,"[{'Q': '離職原因', 'A': '獎賞制度有模糊空間'}]",
7222,7222,和泰汽車股份有限公司,顧客關係服務專員,2021.01.29,2021.01,5,等待中,超高,面試分成三關 筆試/...,"[{'Q': '個案分析', 'A': '針對個案去問問題，主...'}]",
7223,7223,和泰汽車股份有限公司,高級專員,2021.01.27,2014.01,4,錄取,高,第一次進行筆試，筆試...,"[{'Q': '個案題目為什麼這樣寫', 'A': '主要看你表達能力和思...'}]",
7224,7224,和泰汽車股份有限公司,車輛販賣資訊系統專員,2021.01.25,2021.01,3,未錄取,普通,第一階段筆試，考試時...,"[{'Q': '未進入第二階段...', 'A': '第一階段筆試通過才會...'}]",
7225,7225,和泰汽車股份有限公司,車載雲端系統專員,2021.01.25,2020.11,4,未錄取,高,"有三個階段
第一階...","[{'Q': '過去專案經驗', 'A': '把自身經驗分享過一輪'}]",
7226,7226,和泰汽車股份有限公司,人資人員,2021.01.13,2020.11,5,未錄取,普通,先筆試，再一對一面試...,"[{'Q': '在前公司的工作內容', 'A': '照實際狀況回答即可'}]",
7227,7227,和泰汽車股份有限公司,經營企劃專員,2021.01.12,2019.08,4,未錄取,高,第一關是筆試 英文和...,"[{'Q': '家庭狀況', 'A': '照實回答'}]",
7228,7228,和泰汽車股份有限公司,車輛販賣系統資訊專員,2021.01.12,2021.01,4,等待中,高,筆試就跟網路上查到的...,"[{'Q': '來從事程式這條路的心境轉折？', 'A': '融入自己背景解釋，如...'}]",
7229,7229,和泰汽車股份有限公司,資料工程師,2021.01.11,2020.12,4,未錄取,高,專案分析:給題目一個...,"[{'Q': '專案分析', 'A': '給題目一個小時準備P...'}]",
7230,7230,和泰汽車股份有限公司,營運分析專員,2020.12.16,2020.05,4,未錄取,普通,第一關筆試，主要考智...,"[{'Q': '筆試測驗', 'A': '簡單商業信件英翻中跟...'}]",
7231,7231,和泰汽車股份有限公司,行銷企劃專員,2020.12.11,2020.11,3,未錄取,高,和泰的面試過程非常長...,"[{'Q': '個案問答', 'A': '依照內容資源回應'}]",
7232,7232,和泰汽車股份有限公司,TOYOTA行銷企劃,2020.12.06,2020.09,4,未錄取,高,第一階段為筆試考英文...,"[{'Q': '你的碩士論文內容', 'A': '如實回答'}]",
7233,7233,和泰汽車股份有限公司,資料工程師,2020.12.02,2020.11,4,錄取,普通,總共有三面，基本上和...,"[{'Q': '針對所有工作經歷提問細節', 'A': '據實以答就好。'}]",
7234,7234,和泰汽車股份有限公司,資料工程師,2020.11.17,2020.11,5,未錄取,高,"一面:
筆試從聽力...","[{'Q': '為什麼從數學系轉統計，有沒有什麼理由或心境的轉變?', 'A': '因為大學念的屬於純數...'}]",
7235,7235,和泰汽車股份有限公司,勞工安全衛生管理人員,2020.11.16,2020.1,4,未錄取,高,出捷運站就是公司大樓...,"[{'Q': '第一次面試只有考試', 'A': '只有考試沒有問任何問...'}]",
7236,7236,和泰汽車股份有限公司,產品專員,2020.11.16,2019.07,4,未錄取,超高,面試疑似是有三關，第...,"[{'Q': '會依據你的個案分析提問', 'A': '一個小時到後人資便會...'}]",
7237,7237,和泰汽車股份有限公司,車輛售後技術服務專員,2020.11.12,2020.09,5,未錄取,超高,"面試分成三關：
1...","[{'Q': '關於和泰汽車你了解多少？', 'A': 'Google吧'}]",
7238,7238,和泰汽車股份有限公司,通路營運分析專員（二面）,2020.11.10,2020.11,5,未錄取,超高,報到後櫃檯會請你先去...,"[{'Q': '前公司的情形，其中開心的事、挫折的事', 'A': '照實回答，稍微著墨自...'}]",
7239,7239,和泰汽車股份有限公司,商品企劃專員,2020.11.09,2020.08,3,未錄取,高,總共分成三個階段，可...,"[{'Q': '離職原因', 'A': '照實回答'}]",
7240,7240,和泰汽車股份有限公司,通路營運分析專員,2020.11.07,2020.11,5,未錄取,高,筆試三科：英文、圖形...,"[{'Q': '尚未進行個案面試', 'A': '據傳為個案分析，給 ...'}]",
7241,7241,和泰汽車股份有限公司,TOYOTA品牌行銷企劃專員,2020.11.04,2020.1,5,錄取,高,和泰汽車的面試共分為...,"[{'Q': '自我介紹', 'A': '簡單針對自己的學經歷...'}]",
7242,7242,和泰汽車股份有限公司,需給管理擔當,2020.11.02,2015.07,4,錄取,高,面試分成三階段，一階...,"[{'Q': '覺得自己是屬於哪種工作性格屬性的人？', 'A': '好像筆試時有做過工作...'}]",
7243,7243,和泰汽車股份有限公司,行銷企劃專員,2020.10.27,2020.1,5,未錄取,超高,JD會寫到入職會安排...,"[{'Q': '請分享過去的工作經驗', 'A': '過去在百貨業擔任企劃...'}]",
7244,7244,和泰汽車股份有限公司,Lexus商品企劃,2020.10.21,2020.1,3,未錄取,高,第一關筆試，考英文、...,"[{'Q': '你對汽車產業的了解？', 'A': '講對和泰上下游的了解...'}]",
7245,7245,和泰汽車股份有限公司,校園大使,2020.10.14,2020.08,4,未錄取,普通,是以團隊報名，然後會...,"[{'Q': '個人優劣勢', 'A': '就仔細回答就好'}]",
7246,7246,和泰汽車股份有限公司,行銷專員,2020.10.12,2020.09,5,未錄取,高,和泰面試同網路上的分...,"[{'Q': '簡單自我介紹', 'A': '依照過去經歷回答。'}]",
7247,7247,和泰汽車股份有限公司,企劃專員,2020.10.02,2020.07,5,未錄取,高,第一關筆試，考英聽、...,"[{'Q': '對和泰汽車的了解', 'A': '簡單說明和泰汽車的歷...'}]",
7248,7248,和泰汽車股份有限公司,TOYOTA行銷企劃專員 (售後服務),2020.09.25,2020.09,4,未錄取,普通,"第一關：筆試
1....","[{'Q': '為何要選擇這間研究所？', 'A': '照實回答'}]",
7249,7249,和泰汽車股份有限公司,高級專員,2020.09.24,2015.05,4,錄取,超高,第一關筆試，第二關個...,"[{'Q': '為什麼要離職', 'A': '追求挑戰'}]",
7250,7250,和泰汽車股份有限公司,Lexus產品企劃專員,2020.09.22,2020.08,4,未錄取,超高,整個面試流程就如各位...,"[{'Q': '先是針對個案做提問', 'A': '依照你個案分析的內容...'}]",
7251,7251,和泰汽車股份有限公司,TOYOTA售後服務營運管理專員,2020.09.22,2020.07,4,未錄取,高,第一二次在松江路，環...,"[{'Q': '介紹一下過去做過的專案', 'A': '把過去做過的案子或報...'}]",
7252,7252,和泰汽車股份有限公司,車輛販賣資訊系統專員,2020.09.21,2020.09,3,未錄取,高,第一階段會考三個小時...,"[{'Q': '自我介紹', 'A': '一如往常地說明自己的...'}]",
7253,7253,和泰汽車股份有限公司,售後服務營運管理專員,2020.09.14,2020.09,5,等待中,普通,第一階段筆試：英文能...,"[{'Q': '英文能力測驗、圖形邏輯測驗、數理邏輯測驗（以較長篇的中文敘述呈現題目）', 'A': '按照考題作答'}]",
7254,7254,和泰汽車股份有限公司,專員,2020.09.10,2020.08,3,未錄取,超高,福利等等 都沒話說，...,"[{'Q': '個案分析', 'A': '照題目回答'}]",
7255,7255,和泰汽車股份有限公司,企劃專員,2020.09.08,2020.03,5,錄取,超高,能夠被和泰汽車錄取至...,"[{'Q': '自我介紹', 'A': '簡單介紹自己的學歷背...'}]",
7256,7256,和泰汽車股份有限公司,售後服務營運管理,2020.09.07,2020.08,5,未錄取,普通,"筆試
共有三個科目...","[{'Q': '第一階段為筆試，無面試', 'A': '第一階段為筆試，無面...'}]",
7257,7257,和泰汽車股份有限公司,Lexus 商品企劃專員,2020.09.03,2020.08,4,未錄取,超高,第一階段是筆試，有三...,"[{'Q': '你對和泰的了解是什麼', 'A': '官網有簡介ppt，看...'}]",
7258,7258,和泰汽車股份有限公司,售後服務行銷企劃專員,2020.08.30,2020.08,5,錄取,普通,公司位於松江南京捷運...,"[{'Q': '第一階段筆試', 'A': '考英文聽力、選擇題、...'}]",
7259,7259,和泰汽車股份有限公司,產品企劃,2020.08.29,2020.08,3,未錄取,高,和泰汽車第二階段為個...,"[{'Q': '針對個案中作答的結過做詳細的詢問', 'A': '問答中若有不清楚的部...'}]",
7260,7260,和泰汽車股份有限公司,企劃專員,2020.08.26,2020.08,3,未錄取,超高,個案分析真的資料量爆...,"[{'Q': '對和泰的了解', 'A': '先做點功課'}]",
7261,7261,和泰汽車股份有限公司,Lexus 行銷企劃專,2020.08.21,2020.08,4,錄取,普通,面試總共分成三個階段...,"[{'Q': '第一部分：英文選擇題', 'A': '仿多益考題，包括聽力...'}]",
7262,7262,和泰汽車股份有限公司,專員,2020.08.16,2020.08,3,等待中,普通,當天去筆試，過程三小...,"[{'Q': '筆試測驗', 'A': '正常回答'}]",
7263,7263,和泰汽車股份有限公司,高級專員,2020.08.14,2018.01,5,錄取,普通,第一階段筆試 考簡單...,"[{'Q': '個案分析不斷追問', 'A': '不要怕講錯答案\n能跟...'}]",
7264,7264,和泰汽車股份有限公司,售後服務營運管理專員,2020.08.13,2020.07,4,未錄取,高,1. 此職位月薪大約...,"[{'Q': '擴廠的策略的選擇', 'A': '第一階段就是考英文跟...'}]",
7265,7265,和泰汽車股份有限公司,售後服務人員,2020.08.13,2020.08,4,未錄取,超高,"會有三個階段
筆試、...","[{'Q': '為何想進來', 'A': '如實回答'}]",
7266,7266,和泰汽車股份有限公司,專員,2020.07.30,2015.11,3,錄取,高,第一關筆試第二關專案...,"[{'Q': '離職原因，未來規劃', 'A': '如實回答，不用加油添...'}]",
7267,7267,和泰汽車股份有限公司,總務助理,2020.07.27,2015.01,4,未錄取,普通,由主管進行1對1的面...,"[{'Q': '是否能上白天班', 'A': '因當時履歷有寫是進修...'}]",
7268,7268,和泰汽車股份有限公司,SERVICE OPERATION 企劃專員,2020.07.23,2020.03,3,未錄取,超高,第一次就是筆試，就考...,"[{'Q': '針對個案的問題提問', 'A': '回答反應能力要快，對...'}]",
7269,7269,和泰汽車股份有限公司,資訊專員,2020.07.22,2020.07,3,未錄取,高,"第一關筆試
英文聽力...","[{'Q': '很注重經歷上的空窗期', 'A': '這部分就照實表達吧，...'}]",
7270,7270,和泰汽車股份有限公司,行銷專員,2020.07.17,2020.06,3,未錄取,普通,總共有三關面試，第一...,"[{'Q': '履歷背景詢問', 'A': '建議對自己的履歷要很...'}]",
7271,7271,和泰汽車股份有限公司,資訊專員,2020.07.17,2020.07,5,等待中,普通,,[],
7272,7272,和泰汽車股份有限公司,TOYOTA售後服務營運管理專員,2020.07.03,2020.07,5,等待中,低,總共會有三關，第一關...,"[{'Q': '英文、圖文邏輯、數理邏輯測驗', 'A': '總共會有三小時可以作...'}]",
7273,7273,和泰汽車股份有限公司,人力資源專員,2020.06.23,2020.03,5,未錄取,超高,第一次試筆試，考英文...,"[{'Q': '履歷上的所有資訊都會細問', 'A': '照自己的情況回答'}]",
7274,7274,和泰汽車股份有限公司,客服理賠,2020.06.22,2020.06,4,錄取,低,公司氛圍是輕鬆的，人...,"[{'Q': '可以接受輪班嗎', 'A': '自己狀況'}]",
7275,7275,和泰汽車股份有限公司,規劃專員,2020.06.17,2019.07,5,未錄取,高,,[],
7276,7276,和泰汽車股份有限公司,專員,2020.06.08,2019.09,5,錄取,高,"共三關：
第一關英文...","[{'Q': '未來會接受論調嗎', 'A': '會！很喜歡可以到處培...'}]",
7277,7277,和泰汽車股份有限公司,帳務專員,2020.05.28,2017.09,5,未錄取,超高,,[],
7278,7278,和泰汽車股份有限公司,行銷專員,2020.05.20,2014.04,4,錄取,高,第一關人資面試、第二...,"[{'Q': '為何想進公司', 'A': '說明對汽車業的想像與...'}]",
7279,7279,和泰汽車股份有限公司,人力資源高級專員,2020.05.15,2012.04,3,未錄取,高,面試者蠻多的但應該不...,"[{'Q': '個案分析的題目-你是一間海外分公司總經理，給了一堆財務數字、人力資源、營運說明，要進行企業診斷問題。', 'A': '海外公司有人才流失但...'}]",
7280,7280,和泰汽車股份有限公司,市場研究專員,2020.05.11,2020.05,4,等待中,高,主要紀錄面試第二輪的...,"[{'Q': '在個案分析為什麼選擇了XXX及XXX方案?不選其他方案的理由是什麼?', 'A': '照實回答'}]",
7281,7281,和泰汽車股份有限公司,市場研究專員,2020.05.08,2020.04,3,等待中,普通,第一關共三小時 分別...,"[{'Q': '請用英文回覆一篇商業email', 'A': '如實回答'}]",
7282,7282,和泰汽車股份有限公司,人力資源專員,2020.04.16,2020.04,5,未錄取,高,第一階段需要先參加三...,"[{'Q': '過去經驗', 'A': '如實回答'}]",
7283,7283,和泰汽車股份有限公司,市場分析專員,2020.04.13,2020.04,3,未錄取,簡單,到一個大會議室，約有...,"[{'Q': '英聽與多益聽力很像', 'A': '可能有幫人傳話、機器...'}]",
7284,7284,和泰汽車股份有限公司,服務行銷,2020.03.24,2020.02,4,未錄取,超高,第一關是 多益、邏輯...,"[{'Q': '你對於和泰汽車的了解', 'A': '(個案完的HR基本問...'}]",
